athlete_id,athlete_name,gender,age,country_code,country,continent,year,city,host_country,season,sport,event,medal
2218,Sarah Adams,F,26,ROM,Romania,Europe,2000,Sydney,Australia,Summer,Weightlifting,69kg,Gold
2219,Fatima Miller,F,37,KOR,South Korea,Asia,1968,Mexico City,Mexico,Summer,Taekwondo,57kg,Bronze
2220,Lisa White,F,36,POL,Poland,Europe,1964,Innsbruck,Austria,Winter,Snowboard,Snowboard Downhill,Gold
2221,Peter Scott,M,40,FRA,France,Europe,1988,Seoul,South Korea,Summer,Badminton,Doubles,Silver
2222,Mark Hall,M,40,BRA,Brazil,South America,1988,Calgary,Canada,Winter,Bobsled,Bobsled Team,Bronze
2223,Emma Smith,F,36,ARG,Argentina,South America,1928,Amsterdam,Netherlands,Summer,Cycling,Team Sprint,Gold
2224,Ivan Young,M,37,USA,United States,North America,1976,Innsbruck,Austria,Winter,Ski Jumping,Ski Jumping Pursuit,Bronze
2225,Yuki Hill,M,40,RUS,Russia,Europe,1968,Mexico City,Mexico,Summer,Basketball,Basketball,Gold
2226,Robert Walker,M,17,RUS,Russia,Europe,1908,London,Great Britain,Summer,Gymnastics,Rhythmic Gymnastics,Bronze
2227,Lauren Jones,F,36,AUS,Australia,Oceania,1906,Athens,Greece,Summer,Canoe,Canoe Slalom,Bronze
2228,Ivan Jackson,M,36,BEL,Belgium,Europe,1956,Cortina,Italy,Winter,Skiing,Skiing Slalom,Bronze
2229,Marco Lee,M,17,AUT,Austria,Europe,1972,Sapporo,Japan,Winter,Freestyle Skiing,Freestyle Skiing Downhill,Gold
2230,Sofia Carter,F,30,CHN,China,Asia,1996,Atlanta,USA,Summer,Shooting,50m Rifle Prone,Silver
2231,Yuki Allen,M,39,FIN,Finland,Europe,1968,Mexico City,Mexico,Summer,Boxing,49kg,Bronze
2232,Robert Lopez,M,33,POL,Poland,Europe,1924,Chamonix,France,Winter,Snowboard,Snowboard Sprint,Bronze
2233,Lars Carter,M,34,RUS,Russia,Europe,1996,Atlanta,USA,Summer,Badminton,Doubles,Gold
2234,Katarina Green,F,32,CHN,China,Asia,2014,Sochi,Russia,Winter,Ski Jumping,Ski Jumping Mass Start,Silver
2235,Lisa Moore,F,23,HUN,Hungary,Europe,1908,London,Great Britain,Summer,Rowing,Pair,Silver
2236,Anna King,F,28,HUN,Hungary,Europe,1960,Squaw Valley,USA,Winter,Nordic Combined,Nordic Combined Sprint,Bronze
2237,John Miller,M,37,NOR,Norway,Europe,1912,Stockholm,Sweden,Summer,Tennis,Singles,Bronze
2238,Ahmed Martin,M,40,ITA,Italy,Europe,1928,St. Moritz,Switzerland,Winter,Skiing,Skiing Downhill,Bronze
2239,Jessica Lewis,F,33,SUI,Switzerland,Europe,2000,Sydney,Australia,Summer,Fencing,Epee Individual,Silver
2240,Alexei Martinez,M,37,FIN,Finland,Europe,1924,Paris,France,Summer,Rowing,Pair,Silver
2241,Maria Hall,F,17,CAN,Canada,North America,1948,St. Moritz,Switzerland,Winter,Snowboard,Snowboard Individual,Silver
2242,Emma Martin,F,25,DEN,Denmark,Europe,1980,Lake Placid,USA,Winter,Skiing,Skiing Team,Silver
2243,Anna Taylor,F,33,NZL,New Zealand,Oceania,1936,Berlin,Germany,Summer,Shooting,10m Air Pistol,Silver
2244,Robert Johnson,M,21,COL,Colombia,South America,2010,Vancouver,Canada,Winter,Ski Jumping,Ski Jumping Slalom,Gold
2245,Darius Jackson,M,19,SVK,Slovakia,Europe,1996,Atlanta,USA,Summer,Gymnastics,Team,Silver
2246,Mei Carter,F,39,ROM,Romania,Europe,1984,Los Angeles,USA,Summer,Football,Football,Silver
2247,Ivan Thomas,M,19,SWE,Sweden,Europe,1936,Garmisch,Germany,Winter,Ski Jumping,Ski Jumping Downhill,Bronze
2248,Jessica Hernandez,F,23,CHN,China,Asia,2002,Salt Lake City,USA,Winter,Bobsled,Bobsled Downhill,Bronze
2249,Katarina Wilson,F,28,SVK,Slovakia,Europe,1900,Paris,France,Summer,Badminton,Mixed Doubles,Silver
2250,Ingrid Scott,F,23,NZL,New Zealand,Oceania,1976,Innsbruck,Austria,Winter,Nordic Combined,Nordic Combined Individual,Gold
2251,Sven Anderson,M,18,RSA,South Africa,Africa,2016,Rio de Janeiro,Brazil,Summer,Athletics,High Jump,Gold
2252,Yuki Lee,M,18,JAM,Jamaica,North America,1936,Garmisch,Germany,Winter,Freestyle Skiing,Freestyle Skiing Super-G,Gold
2253,Mark Hall,M,37,FIN,Finland,Europe,2014,Sochi,Russia,Winter,Bobsled,Bobsled Giant Slalom,Bronze
2254,David Clark,M,34,NED,Netherlands,Europe,1928,Amsterdam,Netherlands,Summer,Gymnastics,Balance Beam,Bronze
2255,Lucia Mitchell,F,23,GBR,Great Britain,Europe,1968,Mexico City,Mexico,Summer,Tennis,Mixed Doubles,Bronze
2256,James Rodriguez,M,20,CHN,China,Asia,1984,Sarajevo,Yugoslavia,Winter,Speed Skating,Speed Skating Giant Slalom,Gold
2257,Lauren Thompson,F,39,COL,Colombia,South America,1992,Albertville,France,Winter,Nordic Combined,Nordic Combined Pursuit,Bronze
2258,Lauren Hill,F,39,ZIM,Zimbabwe,Africa,1952,Oslo,Norway,Winter,Freestyle Skiing,Freestyle Skiing Sprint,Bronze
2259,Isabella Williams,F,41,CHN,China,Asia,1996,Atlanta,USA,Summer,Gymnastics,Rhythmic Gymnastics,Bronze
2260,Alexei Hall,M,23,POL,Poland,Europe,1998,Nagano,Japan,Winter,Skeleton,Skeleton Team,Silver
2261,Kwame Hernandez,M,16,IRN,Iran,Asia,1964,Innsbruck,Austria,Winter,Skeleton,Skeleton Pursuit,Silver
2262,Darius King,M,39,GRE,Greece,Europe,1964,Innsbruck,Austria,Winter,Ski Jumping,Ski Jumping Team,Silver
2263,Mohammed Young,M,35,RSA,South Africa,Africa,1994,Lillehammer,Norway,Winter,Curling,Curling Slalom,Bronze
2264,Emma Green,F,39,IRN,Iran,Asia,1980,Moscow,Russia,Summer,Wrestling,Freestyle 74kg,Silver
2265,Darius Martin,M,37,NZL,New Zealand,Oceania,2002,Salt Lake City,USA,Winter,Curling,Curling Individual,Silver
2266,Ingrid Walker,F,40,COL,Colombia,South America,1906,Athens,Greece,Summer,Shooting,10m Air Rifle,Bronze
2267,Sven Wilson,M,16,ROM,Romania,Europe,1994,Lillehammer,Norway,Winter,Bobsled,Bobsled Slalom,Gold
2268,Fatima Thomas,F,24,UKR,Ukraine,Europe,1952,Helsinki,Finland,Summer,Archery,Team Recurve,Bronze
2269,Wei Mitchell,M,20,NZL,New Zealand,Oceania,1968,Mexico City,Mexico,Summer,Tennis,Mixed Doubles,Silver
2270,Ingrid Harris,F,41,AZE,Azerbaijan,Europe,1932,Los Angeles,USA,Summer,Cycling,Sprint,Gold
2271,Fatima Miller,F,21,UKR,Ukraine,Europe,1984,Sarajevo,Yugoslavia,Winter,Snowboard,Snowboard Team,Bronze
2272,Mei Thomas,F,39,IRN,Iran,Asia,2002,Salt Lake City,USA,Winter,Bobsled,Bobsled Sprint,Silver
2273,Steven Rodriguez,M,38,NZL,New Zealand,Oceania,1964,Innsbruck,Austria,Winter,Ice Hockey,Ice Hockey Sprint,Bronze
2274,John Adams,M,32,FRA,France,Europe,1992,Albertville,France,Winter,Ski Jumping,Ski Jumping Super-G,Bronze
2275,Fatima Walker,F,32,CHN,China,Asia,1968,Mexico City,Mexico,Summer,Volleyball,Beach Volleyball,Bronze
2276,Yuna Johnson,F,24,NGR,Nigeria,Africa,1956,Cortina,Italy,Winter,Skiing,Skiing Super-G,Gold
2277,Hans Carter,M,19,AZE,Azerbaijan,Europe,1956,Melbourne,Australia,Summer,Canoe,Canoe Sprint,Silver
2278,Yuna Garcia,F,34,MEX,Mexico,North America,1928,St. Moritz,Switzerland,Winter,Skiing,Skiing Pursuit,Gold
2279,Nina Martinez,F,18,NZL,New Zealand,Oceania,1912,Stockholm,Sweden,Summer,Volleyball,Volleyball,Silver
2280,Marco Thomas,M,22,HUN,Hungary,Europe,1920,Antwerp,Belgium,Summer,Fencing,Sabre Individual,Silver
2281,Ahmed Hernandez,M,23,IND,India,Asia,1994,Lillehammer,Norway,Winter,Figure Skating,Figure Skating Downhill,Silver
2282,Diego Miller,M,25,JAM,Jamaica,North America,1904,St. Louis,USA,Summer,Athletics,Decathlon,Gold
2283,Aisha Wilson,F,35,SUI,Switzerland,Europe,2014,Sochi,Russia,Winter,Bobsled,Bobsled Sprint,Bronze
2284,Marco Moore,M,35,CZE,Czech Republic,Europe,1992,Barcelona,Spain,Summer,Table Tennis,Team,Silver
2285,Ivan Adams,M,32,JPN,Japan,Asia,1896,Athens,Greece,Summer,Shooting,25m Rapid Fire Pistol,Silver
2286,Emma Clark,F,29,CZE,Czech Republic,Europe,1968,Mexico City,Mexico,Summer,Boxing,56kg,Bronze
2287,Claire Anderson,F,24,IRN,Iran,Asia,1980,Lake Placid,USA,Winter,Luge,Luge Slalom,Gold
2288,Svetlana Rodriguez,F,33,UKR,Ukraine,Europe,1980,Moscow,Russia,Summer,Fencing,Epee Team,Bronze
2289,Aisha Moore,F,21,JAM,Jamaica,North America,1992,Barcelona,Spain,Summer,Football,Football,Silver
2290,Sarah Moore,F,26,UZB,Uzbekistan,Asia,1994,Lillehammer,Norway,Winter,Biathlon,Biathlon Team,Gold
2291,Darius Harris,M,34,ESP,Spain,Europe,1904,St. Louis,USA,Summer,Swimming,800m Freestyle,Gold
2292,Lisa White,F,26,ITA,Italy,Europe,1948,London,Great Britain,Summer,Wrestling,Greco-Roman 130kg,Gold
2293,Darius Young,M,36,GBR,Great Britain,Europe,1956,Cortina,Italy,Winter,Bobsled,Bobsled Slalom,Bronze
2294,Aisha Scott,F,25,ETH,Ethiopia,Africa,2010,Vancouver,Canada,Winter,Ice Hockey,Ice Hockey Team,Bronze
2295,Yuna Young,F,38,KOR,South Korea,Asia,1964,Innsbruck,Austria,Winter,Luge,Luge Slalom,Silver
2296,Chiara Johnson,F,20,ETH,Ethiopia,Africa,1996,Atlanta,USA,Summer,Tennis,Mixed Doubles,Gold
2297,Lisa Scott,F,22,ESP,Spain,Europe,1964,Tokyo,Japan,Summer,Table Tennis,Singles,Gold
2298,David Jackson,M,39,KAZ,Kazakhstan,Asia,2018,PyeongChang,South Korea,Winter,Cross-Country Skiing,Cross-Country Skiing Sprint,Gold
2299,Chris Mitchell,M,36,POR,Portugal,Europe,1924,Chamonix,France,Winter,Figure Skating,Figure Skating Sprint,Gold
2300,Mark Lopez,M,29,AUS,Australia,Oceania,1906,Athens,Greece,Summer,Basketball,Basketball,Gold
2301,Thomas Wright,M,33,POL,Poland,Europe,1936,Berlin,Germany,Summer,Archery,Team Compound,Silver
2302,Sofia Clark,F,31,NED,Netherlands,Europe,1984,Los Angeles,USA,Summer,Gymnastics,Rhythmic Gymnastics,Silver
2303,Maria Walker,F,31,AUT,Austria,Europe,2010,Vancouver,Canada,Winter,Bobsled,Bobsled Giant Slalom,Gold
2304,Diego King,M,32,KOR,South Korea,Asia,1988,Calgary,Canada,Winter,Skiing,Skiing Super-G,Silver
2305,Rebecca Thomas,F,17,FRA,France,Europe,2000,Sydney,Australia,Summer,Archery,Team Recurve,Bronze
2306,Sven White,M,30,NED,Netherlands,Europe,1972,Sapporo,Japan,Winter,Biathlon,Biathlon Slalom,Gold
2307,Carlos Thomas,M,16,ROM,Romania,Europe,1972,Sapporo,Japan,Winter,Ski Jumping,Ski Jumping Pursuit,Gold
2308,Ahmed Clark,M,39,CAN,Canada,North America,1928,Amsterdam,Netherlands,Summer,Taekwondo,80kg,Bronze
2309,Thomas Clark,M,23,CUB,Cuba,North America,2024,Paris,France,Summer,Taekwondo,58kg,Bronze
2310,Claire Garcia,F,33,NOR,Norway,Europe,1964,Tokyo,Japan,Summer,Cycling,BMX Freestyle,Silver
2311,Chiara Lopez,F,39,POR,Portugal,Europe,1924,Paris,France,Summer,Badminton,Mixed Doubles,Gold
2312,Mohammed Rodriguez,M,16,ETH,Ethiopia,Africa,1928,St. Moritz,Switzerland,Winter,Ski Jumping,Ski Jumping Downhill,Silver
2313,Pierre Carter,M,21,GRE,Greece,Europe,1948,St. Moritz,Switzerland,Winter,Snowboard,Snowboard Slalom,Bronze
2314,Robert Anderson,M,30,ROM,Romania,Europe,1972,Sapporo,Japan,Winter,Skiing,Skiing Sprint,Gold
2315,Anna White,F,39,MEX,Mexico,North America,1960,Rome,Italy,Summer,Cycling,BMX Racing,Silver
2316,David Smith,M,20,JPN,Japan,Asia,2006,Turin,Italy,Winter,Cross-Country Skiing,Cross-Country Skiing Super-G,Bronze
2317,Peter Thomas,M,33,NZL,New Zealand,Oceania,2012,London,Great Britain,Summer,Weightlifting,69kg,Gold
2318,Aisha Hill,F,32,NGR,Nigeria,Africa,1904,St. Louis,USA,Summer,Shooting,Skeet,Bronze
2319,Aisha Lewis,F,37,UZB,Uzbekistan,Asia,1972,Sapporo,Japan,Winter,Bobsled,Bobsled Pursuit,Gold
2320,Michael Garcia,M,22,RUS,Russia,Europe,1948,London,Great Britain,Summer,Archery,Team Compound,Silver
2321,Sofia Jones,F,19,ROM,Romania,Europe,1948,London,Great Britain,Summer,Basketball,Basketball,Silver
2322,Diego Taylor,M,16,NOR,Norway,Europe,2022,Beijing,China,Winter,Cross-Country Skiing,Cross-Country Skiing Sprint,Bronze
2323,Chris Jackson,M,18,COL,Colombia,South America,1988,Calgary,Canada,Winter,Ice Hockey,Ice Hockey Super-G,Silver
2324,Mohammed Allen,M,16,RUS,Russia,Europe,1952,Helsinki,Finland,Summer,Table Tennis,Singles,Silver
2325,Yuki Brown,M,20,AUS,Australia,Oceania,1912,Stockholm,Sweden,Summer,Rowing,Lightweight Four,Bronze
2326,Sofia Moore,F,29,USA,United States,North America,1928,Amsterdam,Netherlands,Summer,Wrestling,Freestyle 65kg,Gold
2327,Yuki Davis,M,28,ITA,Italy,Europe,1924,Paris,France,Summer,Canoe,Canoe Sprint,Gold
2328,Chiara Rodriguez,F,20,GBR,Great Britain,Europe,1932,Los Angeles,USA,Summer,Swimming,400m Freestyle,Bronze
2329,Marco White,M,35,CUB,Cuba,North America,2010,Vancouver,Canada,Winter,Curling,Curling Slalom,Gold
2330,Kim Green,F,26,DEN,Denmark,Europe,1952,Oslo,Norway,Winter,Snowboard,Snowboard Pursuit,Gold
2331,Aisha Davis,F,40,COL,Colombia,South America,2000,Sydney,Australia,Summer,Boxing,81kg,Gold
2332,Aisha Moore,F,36,JPN,Japan,Asia,2012,London,Great Britain,Summer,Judo,73kg,Silver
2333,Maria Smith,F,28,KOR,South Korea,Asia,1896,Athens,Greece,Summer,Taekwondo,57kg,Bronze
2334,Lisa Johnson,F,41,POL,Poland,Europe,1932,Lake Placid,USA,Winter,Nordic Combined,Nordic Combined Super-G,Gold
2335,Isabella Davis,F,16,JPN,Japan,Asia,2006,Turin,Italy,Winter,Freestyle Skiing,Freestyle Skiing Super-G,Gold
2336,Nina Green,F,33,KOR,South Korea,Asia,1976,Montreal,Canada,Summer,Weightlifting,69kg,Silver
2337,Robert Taylor,M,24,NOR,Norway,Europe,1964,Innsbruck,Austria,Winter,Speed Skating,Speed Skating Sprint,Gold
2338,Kwame Anderson,M,27,DEN,Denmark,Europe,1928,Amsterdam,Netherlands,Summer,Badminton,Singles,Silver
2339,Kwame Mitchell,M,21,KEN,Kenya,Africa,1936,Garmisch,Germany,Winter,Curling,Curling Slalom,Gold
2340,Sarah Allen,F,34,DEN,Denmark,Europe,1972,Sapporo,Japan,Winter,Nordic Combined,Nordic Combined Team,Gold
2341,Carlos Thompson,M,26,MEX,Mexico,North America,1924,Chamonix,France,Winter,Ice Hockey,Ice Hockey Mass Start,Gold
2342,James Wilson,M,23,ETH,Ethiopia,Africa,2020,Tokyo,Japan,Summer,Athletics,Marathon,Gold
2343,Lucia Robinson,F,27,NGR,Nigeria,Africa,1994,Lillehammer,Norway,Winter,Bobsled,Bobsled Downhill,Bronze
2344,Claire Young,F,27,SVK,Slovakia,Europe,1908,London,Great Britain,Summer,Volleyball,Beach Volleyball,Gold
2345,Mark King,M,41,FRA,France,Europe,1948,London,Great Britain,Summer,Shooting,Double Trap,Silver
2346,Peter Smith,M,17,ITA,Italy,Europe,1896,Athens,Greece,Summer,Weightlifting,56kg,Bronze
2347,Fatima Miller,F,28,FRA,France,Europe,2016,Rio de Janeiro,Brazil,Summer,Football,Football,Silver
2348,John Lee,M,32,GBR,Great Britain,Europe,1928,St. Moritz,Switzerland,Winter,Luge,Luge Giant Slalom,Silver
2349,Emma King,F,38,JPN,Japan,Asia,1920,Antwerp,Belgium,Summer,Wrestling,Greco-Roman 97kg,Gold
2350,Yuna Brown,F,19,BEL,Belgium,Europe,1932,Lake Placid,USA,Winter,Curling,Curling Individual,Silver
2351,Wei Scott,M,25,AUS,Australia,Oceania,2006,Turin,Italy,Winter,Figure Skating,Figure Skating Super-G,Silver
2352,Peter Smith,M,38,NED,Netherlands,Europe,1980,Moscow,Russia,Summer,Judo,81kg,Gold
2353,Lucia Young,F,30,POL,Poland,Europe,1988,Calgary,Canada,Winter,Luge,Luge Sprint,Bronze
2354,Michael Rodriguez,M,33,NOR,Norway,Europe,1948,St. Moritz,Switzerland,Winter,Skeleton,Skeleton Individual,Gold
2355,Lucia Hall,F,24,CAN,Canada,North America,2000,Sydney,Australia,Summer,Rowing,Lightweight Double Sculls,Silver
2356,Lars Wright,M,20,USA,United States,North America,2020,Tokyo,Japan,Summer,Wrestling,Freestyle 65kg,Gold
2357,Carlos Nelson,M,25,DEN,Denmark,Europe,1904,St. Louis,USA,Summer,Swimming,100m Breaststroke,Gold
2358,Fatima Williams,F,19,RUS,Russia,Europe,2012,London,Great Britain,Summer,Gymnastics,Pommel Horse,Gold
2359,Diego Adams,M,33,SVK,Slovakia,Europe,2010,Vancouver,Canada,Winter,Freestyle Skiing,Freestyle Skiing Mass Start,Gold
2360,Lars Jones,M,37,JAM,Jamaica,North America,2020,Tokyo,Japan,Summer,Taekwondo,+80kg,Silver
2361,Mohammed Robinson,M,41,RUS,Russia,Europe,2016,Rio de Janeiro,Brazil,Summer,Boxing,49kg,Bronze
2362,Yuna Jones,F,36,NZL,New Zealand,Oceania,2022,Beijing,China,Winter,Snowboard,Snowboard Slalom,Gold
2363,Rebecca Martinez,F,35,BEL,Belgium,Europe,1976,Montreal,Canada,Summer,Taekwondo,73kg,Gold
2364,Chris Brown,M,31,KOR,South Korea,Asia,1968,Grenoble,France,Winter,Luge,Luge Team,Silver
2365,Diego Clark,M,21,CUB,Cuba,North America,1976,Innsbruck,Austria,Winter,Snowboard,Snowboard Mass Start,Silver
2366,Pierre Johnson,M,35,SVK,Slovakia,Europe,1932,Los Angeles,USA,Summer,Rowing,Four,Gold
2367,Maria Smith,F,37,CAN,Canada,North America,2006,Turin,Italy,Winter,Cross-Country Skiing,Cross-Country Skiing Mass Start,Gold
2368,Robert Allen,M,19,IRN,Iran,Asia,1976,Montreal,Canada,Summer,Swimming,4x100m Medley Relay,Gold
2369,Rebecca Miller,F,19,AUT,Austria,Europe,2022,Beijing,China,Winter,Ice Hockey,Ice Hockey Individual,Gold
2370,Pierre Smith,M,18,KOR,South Korea,Asia,1964,Tokyo,Japan,Summer,Canoe,Canoe Slalom,Bronze
2371,Aisha Smith,F,37,AUT,Austria,Europe,2022,Beijing,China,Winter,Curling,Curling Giant Slalom,Gold
2372,Diego Wilson,M,21,ZIM,Zimbabwe,Africa,1984,Sarajevo,Yugoslavia,Winter,Luge,Luge Mass Start,Silver
2373,Olga Hernandez,F,32,SWE,Sweden,Europe,1960,Squaw Valley,USA,Winter,Curling,Curling Giant Slalom,Gold
2374,Emma Allen,F,33,CHN,China,Asia,1984,Sarajevo,Yugoslavia,Winter,Ice Hockey,Ice Hockey Individual,Silver
2375,Mohammed Miller,M,28,NED,Netherlands,Europe,1956,Cortina,Italy,Winter,Skeleton,Skeleton Team,Silver
2376,Ivan Lopez,M,21,POR,Portugal,Europe,1992,Albertville,France,Winter,Luge,Luge Team,Bronze
2377,Aisha Taylor,F,33,TUR,Turkey,Asia,2020,Tokyo,Japan,Summer,Taekwondo,+80kg,Silver
2378,James Nelson,M,24,COL,Colombia,South America,2008,Beijing,China,Summer,Basketball,3x3 Basketball,Silver
2379,Mohammed Young,M,41,BRA,Brazil,South America,1936,Garmisch,Germany,Winter,Nordic Combined,Nordic Combined Team,Gold
2380,Hans Martinez,M,21,NGR,Nigeria,Africa,1960,Squaw Valley,USA,Winter,Luge,Luge Individual,Bronze
2381,Marco Walker,M,26,CZE,Czech Republic,Europe,2018,PyeongChang,South Korea,Winter,Nordic Combined,Nordic Combined Giant Slalom,Silver
2382,Claire Williams,F,21,COL,Colombia,South America,1920,Antwerp,Belgium,Summer,Tennis,Mixed Doubles,Bronze
2383,Rebecca Martin,F,28,GRE,Greece,Europe,1968,Grenoble,France,Winter,Nordic Combined,Nordic Combined Mass Start,Bronze
2384,Aisha Robinson,F,30,CHN,China,Asia,1948,St. Moritz,Switzerland,Winter,Snowboard,Snowboard Downhill,Gold
2385,Ingrid Taylor,F,19,KOR,South Korea,Asia,1908,London,Great Britain,Summer,Tennis,Singles,Gold
2386,Rebecca Green,F,24,AUT,Austria,Europe,1960,Squaw Valley,USA,Winter,Snowboard,Snowboard Pursuit,Gold
2387,Ingeborg Hill,F,33,KEN,Kenya,Africa,1896,Athens,Greece,Summer,Table Tennis,Singles,Gold
2388,Mei Taylor,F,28,JPN,Japan,Asia,1994,Lillehammer,Norway,Winter,Skiing,Skiing Downhill,Bronze
2389,Robert Miller,M,35,DEN,Denmark,Europe,1972,Sapporo,Japan,Winter,Snowboard,Snowboard Team,Silver
2390,Sven Carter,M,27,SVK,Slovakia,Europe,1908,London,Great Britain,Summer,Rowing,Double Sculls,Bronze
2391,Hans Allen,M,22,FRA,France,Europe,2020,Tokyo,Japan,Summer,Boxing,60kg,Gold
2392,Carlos Smith,M,28,CUB,Cuba,North America,1960,Rome,Italy,Summer,Boxing,60kg,Gold
2393,John Mitchell,M,24,NGR,Nigeria,Africa,1964,Tokyo,Japan,Summer,Shooting,50m Rifle Prone,Gold
2394,Chris Garcia,M,38,GBR,Great Britain,Europe,1972,Munich,Germany,Summer,Fencing,Sabre Team,Gold
2395,Chiara Wright,F,40,GER,Germany,Europe,2016,Rio de Janeiro,Brazil,Summer,Taekwondo,67kg,Bronze
2396,Rebecca Baker,F,35,UZB,Uzbekistan,Asia,1908,London,Great Britain,Summer,Table Tennis,Singles,Bronze
2397,Rebecca Taylor,F,30,USA,United States,North America,1996,Atlanta,USA,Summer,Swimming,10km Marathon Swim,Gold
2398,Steven Clark,M,41,CHN,China,Asia,1952,Helsinki,Finland,Summer,Gymnastics,Team,Bronze
2399,Katarina Green,F,35,BRA,Brazil,South America,1932,Los Angeles,USA,Summer,Basketball,3x3 Basketball,Bronze
2400,Aisha Walker,F,25,UZB,Uzbekistan,Asia,2018,PyeongChang,South Korea,Winter,Figure Skating,Figure Skating Downhill,Bronze
2401,Katarina Brown,F,41,USA,United States,North America,1956,Melbourne,Australia,Summer,Gymnastics,Horizontal Bar,Gold
2402,Sven Wright,M,17,TUR,Turkey,Asia,1924,Paris,France,Summer,Canoe,Canoe Sprint,Silver
2403,Hans Miller,M,18,POL,Poland,Europe,1948,London,Great Britain,Summer,Basketball,Basketball,Silver
2404,Lucia Clark,F,22,SWE,Sweden,Europe,2002,Salt Lake City,USA,Winter,Nordic Combined,Nordic Combined Individual,Gold
2405,Olga Carter,F,26,FRA,France,Europe,1968,Grenoble,France,Winter,Nordic Combined,Nordic Combined Sprint,Gold
2406,Darius Baker,M,35,RUS,Russia,Europe,1964,Innsbruck,Austria,Winter,Skeleton,Skeleton Individual,Silver
2407,Emma Martinez,F,21,MEX,Mexico,North America,2018,PyeongChang,South Korea,Winter,Ice Hockey,Ice Hockey Mass Start,Silver
2408,Mei Allen,F,29,CZE,Czech Republic,Europe,1964,Innsbruck,Austria,Winter,Freestyle Skiing,Freestyle Skiing Mass Start,Gold
2409,Chris Clark,M,16,BRA,Brazil,South America,1956,Cortina,Italy,Winter,Ski Jumping,Ski Jumping Downhill,Silver
2410,Pierre Robinson,M,34,UKR,Ukraine,Europe,1964,Tokyo,Japan,Summer,Badminton,Doubles,Silver
2411,David Martin,M,29,TUR,Turkey,Asia,1936,Garmisch,Germany,Winter,Figure Skating,Figure Skating Giant Slalom,Silver
2412,Thomas Allen,M,36,RSA,South Africa,Africa,1948,St. Moritz,Switzerland,Winter,Ski Jumping,Ski Jumping Downhill,Silver
2413,Emma Johnson,F,23,KOR,South Korea,Asia,2004,Athens,Greece,Summer,Judo,60kg,Bronze
2414,David Martinez,M,21,NED,Netherlands,Europe,2002,Salt Lake City,USA,Winter,Luge,Luge Sprint,Gold
2415,Ingrid Moore,F,25,IND,India,Asia,2012,London,Great Britain,Summer,Tennis,Doubles,Silver
2416,Thomas Garcia,M,18,CHN,China,Asia,1994,Lillehammer,Norway,Winter,Biathlon,Biathlon Downhill,Bronze
2417,Aisha Walker,F,33,ARG,Argentina,South America,1920,Antwerp,Belgium,Summer,Gymnastics,Horizontal Bar,Gold
2418,Aisha Hall,F,34,FRA,France,Europe,1896,Athens,Greece,Summer,Archery,Individual Recurve,Silver
2419,Thomas Baker,M,18,JPN,Japan,Asia,2006,Turin,Italy,Winter,Skeleton,Skeleton Giant Slalom,Bronze
2420,Ingeborg Allen,F,20,KEN,Kenya,Africa,1960,Squaw Valley,USA,Winter,Skeleton,Skeleton Individual,Silver
2421,Peter Scott,M,17,UKR,Ukraine,Europe,2024,Paris,France,Summer,Boxing,75kg,Silver
2422,Wei Nelson,M,29,UKR,Ukraine,Europe,1936,Garmisch,Germany,Winter,Nordic Combined,Nordic Combined Slalom,Bronze
2423,Olga Anderson,F,33,RUS,Russia,Europe,1964,Innsbruck,Austria,Winter,Cross-Country Skiing,Cross-Country Skiing Giant Slalom,Silver
2424,Sven Adams,M,19,ZIM,Zimbabwe,Africa,1948,St. Moritz,Switzerland,Winter,Curling,Curling Sprint,Bronze
2425,Isabella Garcia,F,27,JAM,Jamaica,North America,2012,London,Great Britain,Summer,Cycling,BMX Freestyle,Gold
2426,Svetlana King,F,25,ZIM,Zimbabwe,Africa,1904,St. Louis,USA,Summer,Football,Football,Silver
2427,Peter Taylor,M,20,GER,Germany,Europe,2010,Vancouver,Canada,Winter,Ice Hockey,Ice Hockey Pursuit,Bronze
2428,Lauren Miller,F,37,GRE,Greece,Europe,1972,Sapporo,Japan,Winter,Speed Skating,Speed Skating Giant Slalom,Silver
2429,Chris Anderson,M,37,NOR,Norway,Europe,1972,Sapporo,Japan,Winter,Ski Jumping,Ski Jumping Downhill,Silver
2430,Elena Jones,F,37,CZE,Czech Republic,Europe,1928,St. Moritz,Switzerland,Winter,Skiing,Skiing Pursuit,Silver
2431,Robert Carter,M,41,POR,Portugal,Europe,1960,Squaw Valley,USA,Winter,Nordic Combined,Nordic Combined Individual,Silver
2432,Kwame Harris,M,28,AUS,Australia,Oceania,1948,London,Great Britain,Summer,Swimming,100m Breaststroke,Silver
2433,Steven Robinson,M,26,KEN,Kenya,Africa,2008,Beijing,China,Summer,Archery,Team Recurve,Gold
2434,Aisha Martinez,F,31,IRN,Iran,Asia,1904,St. Louis,USA,Summer,Weightlifting,48kg,Bronze
2435,Fatima Lee,F,24,NED,Netherlands,Europe,1908,London,Great Britain,Summer,Football,Football,Silver
2436,Wei Jones,M,33,IRN,Iran,Asia,1948,St. Moritz,Switzerland,Winter,Luge,Luge Individual,Silver
2437,Darius Clark,M,16,FIN,Finland,Europe,1992,Albertville,France,Winter,Snowboard,Snowboard Pursuit,Gold
